sleep_cap,saving_pct,equiv_upgrade_pct
10.0,0.6991735018332066,1.773692834263766
20.0,2.1851427120706375,5.543362212785886
30.0,3.904871360992574,9.906042396564665
40.0,6.591644503750893,16.721950830891352
50.0,9.263695758610183,23.500599248353268
60.0,11.653865033817699,29.564222572449108
70.0,14.260435976253019,36.17651304698311
80.0,16.594067056380858,42.09645416594863
90.0,19.162409467212424,48.61192740989884
